 size; sign size; sign time (ns) ; parity size; parity time ; concrete size; concrete time ;analysis time;concrete analysis time;abstract analysis time;sign diff;parity diff;concrete diff;concrete time diff;abstract time diff
51;15;300;15;400;15;100;8726398;2112420;2204495;0,294117647;0,294117647;0,294117647;0,242072388;0,252623706
22;5;200;5;300;5;200;3751115;715676;709487;0,227272727;0,227272727;0,227272727;0,190790205;0,189140296
3;3;200;3;100;3;300;785110;499614;538520;1;1;1;0,636361784;0,685916623
16;3;200;3;100;3;200;2686164;498872;506547;0,1875;0,1875;0,1875;0,185719115;0,188576349
11;4;200;4;400;4;300;1644332;502525;538427;0,363636364;0,363636364;0,363636364;0,305610424;0,327444214
57;14;300;14;100;14;100;6912604;1073922;1148603;0,245614035;0,245614035;0,245614035;0,155357084;0,166160683
29;3;100;3;400;3;400;4321444;486309;548219;0,103448276;0,103448276;0,103448276;0,112533912;0,126860142
112;102;100;102;200;102;100;22082310;17434053;17300492;0,910714286;0,910714286;0,910714286;0,789503136;0,783454811
119;35;200;35;1000;35;200;14914495;1482940;1698157;0,294117647;0,294117647;0,294117647;0,099429448;0,113859504
19;6;300;6;100;6;100;1810444;544675;587998;0,315789474;0,315789474;0,315789474;0,300851614;0,324781103
15;9;300;9;100;9;200;1898546;785471;842490;0,6;0,6;0,6;0,413722396;0,443755379
25;4;900;4;300;4;500;4074872;512544;560931;0,16;0,16;0,16;0,12578162;0,137656103
57;10;200;10;100;10;300;9906485;1104658;1144337;0,175438596;0,175438596;0,175438596;0,111508572;0,115513929
71;21;100;21;100;21;400;13688852;1624045;1731679;0,295774648;0,295774648;0,295774648;0,118639971;0,126502865
31;10;200;10;400;13;300;4959029;1136696;817933;0,322580645;0,322580645;0,419354839;0,229217454;0,164938136
92;44;600;44;100;44;100;16844312;7162692;7500476;0,47826087;0,47826087;0,47826087;0,425229122;0,445282419
35;3;100;3;200;3;400;6549300;494342;520191;0,085714286;0,085714286;0,085714286;0,075480128;0,079426962
45;12;200;12;100;23;200;7472562;3584180;1621589;0,266666667;0,266666667;0,511111111;0,479645401;0,217005761
28;9;200;9;200;9;100;4507768;892810;950422;0,321428571;0,321428571;0,321428571;0,198060326;0,210840931
64;42;300;42;300;47;200;12525848;6111327;5165613;0,65625;0,65625;0,734375;0,487897267;0,41239627
32;27;300;27;200;27;200;4949548;1956822;2020954;0,84375;0,84375;0,84375;0,395353677;0,408310819
56;17;200;17;200;17;300;9433047;2071361;2171087;0,303571429;0,303571429;0,303571429;0,21958557;0,230157551
42;33;100;33;300;33;100;6503736;3637109;3911861;0,785714286;0,785714286;0,785714286;0,5592338;0,601479058
67;27;300;27;100;32;300;9921303;3728436;3061534;0,402985075;0,402985075;0,47761194;0,375801041;0,308581847
53;6;200;6;600;6;400;8360711;658807;704317;0,113207547;0,113207547;0,113207547;0,078797963;0,08424128
14;6;200;6;200;6;200;2557600;649180;842687;0,428571429;0,428571429;0,428571429;0,253823897;0,3294835
93;14;100;14;200;14;300;13841368;1396709;1566168;0,150537634;0,150537634;0,150537634;0,100908306;0,113151243
47;5;300;5;200;5;200;8235627;911237;734396;0,106382979;0,106382979;0,106382979;0,110645735;0,089173053
110;69;300;69;200;69;200;12833254;7851534;8122870;0,627272727;0,627272727;0,627272727;0,611811626;0,632954822
17;3;400;3;200;3;200;2277907;512126;517456;0,176470588;0,176470588;0,176470588;0,22482305;0,227162918
16;3;100;3;100;3;100;2024071;483030;522774;0,1875;0,1875;0,1875;0,238642814;0,258278489
29;18;300;18;1400;18;200;4941705;2591546;2777514;0,620689655;0,620689655;0,620689655;0,524423453;0,562055809
96;74;200;74;200;74;300;21063625;16550925;16873358;0,770833333;0,770833333;0,770833333;0,785758624;0,801066198
14;3;300;3;200;3;100;2056061;517773;526397;0,214285714;0,214285714;0,214285714;0,251827645;0,256022073
9;3;300;3;200;3;100;1519809;475709;614172;0,333333333;0,333333333;0,333333333;0,313005779;0,404111306
64;9;200;9;400;9;200;4079401;741885;829568;0,140625;0,140625;0,140625;0,181861259;0,203355346
34;24;300;24;100;24;200;6074204;3490409;3678284;0,705882353;0,705882353;0,705882353;0,574628215;0,605558193
85;69;800;69;300;70;300;12825310;7929124;7662404;0,811764706;0,811764706;0,823529412;0,618240339;0,59744396
62;56;200;56;200;56;200;12604623;9389940;9453671;0,903225806;0,903225806;0,903225806;0,744960004;0,750016165
43;3;200;3;100;10;100;7512478;1022459;529874;0,069767442;0,069767442;0,23255814;0,13610143;0,070532519
5;3;300;3;300;3;300;1315349;477860;505136;0,6;0,6;0,6;0,363295217;0,384031919
52;4;300;4;200;4;300;11790315;668964;666469;0,076923077;0,076923077;0,076923077;0,056738433;0,056526819
18;3;100;3;300;3;200;1801779;486692;501630;0,166666667;0,166666667;0,166666667;0,270117478;0,278408173
26;7;200;7;200;7;200;2041663;583243;610163;0,269230769;0,269230769;0,269230769;0,285670554;0,298855884
48;11;300;11;200;11;200;6140525;660804;678006;0,229166667;0,229166667;0,229166667;0,1076136;0,110414989
14;3;100;3;200;3;200;2439070;480766;495715;0,214285714;0,214285714;0,214285714;0,197110374;0,203239349
24;3;500;3;100;3;700;3796274;497646;499423;0,125;0,125;0,125;0,131088009;0,131556099
21;3;200;3;200;3;200;2202455;472988;706162;0,142857143;0,142857143;0,142857143;0,214754899;0,320624939
16;6;300;6;200;6;600;2233407;668414;695344;0,375;0,375;0,375;0,299279979;0,31133779
13;9;200;9;200;9;300;2277446;913615;940615;0,692307692;0,692307692;0,692307692;0,4011577;0,413013086
37;3;200;3;200;3;100;5384851;474200;532901;0,081081081;0,081081081;0,081081081;0,088061861;0,098962998
46;24;100;24;200;27;200;7354634;2040797;1831997;0,52173913;0,52173913;0,586956522;0,277484508;0,249094245
31;25;400;25;300;26;100;5303538;4469126;4828087;0,806451613;0,806451613;0,838709677;0,8426688;0,910352108
49;4;100;4;100;4;200;7378532;528126;710257;0,081632653;0,081632653;0,081632653;0,071576026;0,096259934
9;3;300;3;400;3;100;1624583;523871;640797;0,333333333;0,333333333;0,333333333;0,322464903;0,394437834
25;12;200;12;300;12;200;4244468;1818143;2106013;0,48;0,48;0,48;0,428355921;0,49617832
63;6;200;6;200;6;600;13170755;713303;799803;0,095238095;0,095238095;0,095238095;0,054158095;0,060725676
12;3;400;3;200;3;200;1785933;485775;528905;0,25;0,25;0,25;0,272000685;0,296150527
4;3;200;3;100;3;300;880418;512528;567847;0,75;0,75;0,75;0,582141665;0,644974319
22;3;200;3;200;3;200;2049725;489173;611973;0,136363636;0,136363636;0,136363636;0,23865299;0,298563466
41;6;200;6;100;6;200;5095366;565951;642005;0,146341463;0,146341463;0,146341463;0,111071707;0,125997818
10;3;200;3;200;3;400;1298360;484715;509993;0,3;0,3;0,3;0,373328661;0,392797837
36;3;200;3;100;5;100;3171421;677929;496195;0,083333333;0,083333333;0,138888889;0,213761907;0,156458256
9;3;200;3;100;3;300;2138216;490772;527327;0,333333333;0,333333333;0,333333333;0,229524052;0,24662008
59;9;200;9;200;9;300;7960681;798078;845194;0,152542373;0,152542373;0,152542373;0,100252478;0,106171068
13;8;300;8;400;8;200;1707465;917246;1003677;0,615384615;0,615384615;0,615384615;0,537197541;0,587817027
9;3;100;3;400;3;200;1556279;491612;507594;0,333333333;0,333333333;0,333333333;0,315889375;0,326158741
59;3;200;3;200;3;200;5499781;531173;504668;0,050847458;0,050847458;0,050847458;0,096580755;0,091761472
10;3;300;3;500;3;100;1394826;606380;498853;0,3;0,3;0,3;0,434735229;0,357645326
12;3;500;3;200;3;200;1407837;547301;516132;0,25;0,25;0,25;0,388753101;0,366613464
24;10;100;10;200;10;300;3373600;1339760;1452750;0,416666667;0,416666667;0,416666667;0,397130662;0,430623073
14;3;100;3;200;3;100;1934128;499173;510838;0,214285714;0,214285714;0,214285714;0,258086848;0,26411799
40;19;100;19;100;19;700;6922180;3550261;3695214;0,475;0,475;0,475;0,512881924;0,533822293
18;6;300;6;200;6;100;2879467;547432;566585;0,333333333;0,333333333;0,333333333;0,19011574;0,196767318
48;7;200;15;300;15;200;7177655;2144648;2362701;0,145833333;0,3125;0,3125;0,29879508;0,329174501
38;3;500;3;100;3;200;6323989;565743;520750;0,078947368;0,078947368;0,078947368;0,089459833;0,082345178
29;3;200;3;200;3;200;6255523;598833;500036;0,103448276;0,103448276;0,103448276;0,095728686;0,079935123
25;10;100;10;200;10;300;3899307;1420804;1453285;0,4;0,4;0,4;0,364373464;0,372703406
21;8;200;8;300;8;300;4002584;1201782;1240087;0,380952381;0,380952381;0,380952381;0,300251538;0,309821605
16;3;300;3;200;3;400;2332992;486507;523761;0,1875;0,1875;0,1875;0,208533505;0,224501841
19;3;100;3;300;4;300;3959906;651447;500589;0,157894737;0,157894737;0,210526316;0,164510723;0,126414364
32;9;100;9;200;9;100;3782213;925735;929262;0,28125;0,28125;0,28125;0,244760144;0,245692667
38;16;400;16;200;17;100;7046210;1530216;1552547;0,421052632;0,421052632;0,447368421;0,217168662;0,220337884
40;4;400;4;400;4;300;5813105;499695;541917;0,1;0,1;0,1;0,085960085;0,093223329
26;5;300;5;200;5;200;4631023;658416;695429;0,192307692;0,192307692;0,192307692;0,142175066;0,150167468
14;3;200;3;200;3;500;2863715;481651;537524;0,214285714;0,214285714;0,214285714;0,168190969;0,187701639
42;4;100;4;600;4;400;5692225;502345;548977;0,095238095;0,095238095;0,095238095;0,088251079;0,096443306
28;13;200;13;100;14;300;2234465;1270681;1229773;0,464285714;0,464285714;0,5;0,568673486;0,550365748
7;3;200;3;200;3;300;1286080;497849;526997;0,428571429;0,428571429;0,428571429;0,387105779;0,409769999
23;6;200;6;200;6;200;4122254;730476;926456;0,260869565;0,260869565;0,260869565;0,177203054;0,224745006
56;6;300;6;500;6;100;13181750;690615;728755;0,107142857;0,107142857;0,107142857;0,052391754;0,055285148
67;66;200;66;200;66;300;11505215;10537520;10759080;0,985074627;0,985074627;0,985074627;0,91589075;0,935148105
67;46;200;44;100;46;200;11335757;6799127;6453274;0,686567164;0,656716418;0,686567164;0,599794703;0,569284786
60;8;300;8;500;11;100;6794160;2083113;1319202;0,133333333;0,133333333;0,183333333;0,306603465;0,194167049
12;3;100;3;200;3;700;2954510;500567;511469;0,25;0,25;0,25;0,16942471;0,173114662
53;12;500;12;100;21;200;9606354;2381521;1294988;0,226415094;0,226415094;0,396226415;0,247911018;0,134805359
35;14;300;14;200;14;200;7053547;2069791;2151820;0,4;0,4;0,4;0,29343974;0,305069208
23;3;100;3;100;3;200;5741479;474288;496049;0,130434783;0,130434783;0,130434783;0,082607286;0,086397425
45;3;400;3;300;5;200;10770964;680487;519903;0,066666667;0,066666667;0,111111111;0,063177911;0,048268939
16;3;500;3;200;3;200;3218815;503780;505016;0,1875;0,1875;0,1875;0,156511014;0,156895006
4;3;200;3;100;3;300;1067114;497059;588865;0,75;0,75;0,75;0,465797469;0,551829514
27;16;200;16;400;16;600;8675454;2793201;2993435;0,592592593;0,592592593;0,592592593;0,321965974;0,345046496
26;4;200;4;200;4;300;4657842;479824;508254;0,153846154;0,153846154;0,153846154;0,103014228;0,109117913
9;3;100;3;200;3;200;1325216;483842;493021;0,333333333;0,333333333;0,333333333;0,365104255;0,372030673
66;6;300;6;200;7;100;13238996;1087030;905843;0,090909091;0,090909091;0,106060606;0,08210819;0,068422334
52;3;300;3;300;3;300;8626787;493761;505148;0,057692308;0,057692308;0,057692308;0,057235794;0,058555752
30;13;400;13;100;14;300;6535998;1090754;957867;0,433333333;0,433333333;0,466666667;0,166884078;0,146552523
19;3;100;3;200;3;700;5478291;497222;525813;0,157894737;0,157894737;0,157894737;0,090762247;0,09598121
20;6;600;6;200;6;400;6306801;663234;696197;0,3;0,3;0,3;0,105161714;0,110388294
87;12;200;12;200;12;200;7450951;642021;694866;0,137931034;0,137931034;0,137931034;0,086166316;0,093258699
11;6;100;6;200;6;300;1819165;575169;600071;0,545454545;0,545454545;0,545454545;0,31617198;0,329860678
32;19;300;19;500;19;300;5570284;1179750;1185191;0,59375;0,59375;0,59375;0,21179351;0,2127703
50;24;400;24;100;24;300;8082824;1973955;1843288;0,48;0,48;0,48;0,244216007;0,228049998
50;11;100;11;200;11;100;13361924;1016963;1067487;0,22;0,22;0,22;0,076109024;0,079890216
9;3;200;3;300;3;200;2315778;484242;516981;0,333333333;0,333333333;0,333333333;0,209105536;0,223242902
28;21;400;21;200;21;800;4222422;1081591;1117362;0,75;0,75;0,75;0,256154169;0,264625847
57;12;200;12;100;13;200;12764246;2207455;1655520;0,210526316;0,210526316;0,228070175;0,172940493;0,129699788
26;14;100;14;100;14;100;6812484;2293670;1955369;0,538461538;0,538461538;0,538461538;0,336686295;0,287027316
26;4;200;4;400;4;200;3532747;545978;520947;0,153846154;0,153846154;0,153846154;0,154547722;0,147462301
47;12;100;12;200;12;200;12290703;2189308;2084640;0,255319149;0,255319149;0,255319149;0,178127158;0,169611128
10;3;400;3;200;3;200;3900180;465750;510608;0,3;0,3;0,3;0,119417565;0,130919086
35;6;200;6;100;10;300;10195675;1166613;782084;0,171428571;0,171428571;0,285714286;0,114422341;0,076707427
50;19;200;19;100;19;200;9321688;2076042;2064045;0,38;0,38;0,38;0,222710951;0,221423952
119;28;600;28;200;28;400;25203973;4332633;4397980;0,235294118;0,235294118;0,235294118;0,171902779;0,174495505
12;3;200;3;300;3;300;3150690;501537;529871;0,25;0,25;0,25;0,159183227;0,168176177
82;53;200;53;200;53;500;16819581;8374941;8407310;0,646341463;0,646341463;0,646341463;0,49792804;0,499852523
42;16;300;16;200;16;200;10371551;2741766;2763690;0,380952381;0,380952381;0,380952381;0,264354483;0,266468342
75;41;200;41;200;51;200;10784604;4068008;3360319;0,546666667;0,546666667;0,68;0,377205134;0,31158483
5;3;300;3;100;3;500;1561033;498233;510206;0,6;0,6;0,6;0,319168781;0,326838702
55;47;100;47;200;47;200;16121409;9876616;10273714;0,854545455;0,854545455;0,854545455;0,612639751;0,637271469
16;6;200;6;100;6;600;4069059;565584;593112;0,375;0,375;0,375;0,138996264;0,145761465
14;3;300;3;700;3;200;2960783;501634;502005;0,214285714;0,214285714;0,214285714;0,169426128;0,169551433
44;6;200;6;200;6;200;7835392;691656;697587;0,136363636;0,136363636;0,136363636;0,088273312;0,089030262
18;3;100;3;100;3;600;3285378;491382;507316;0,166666667;0,166666667;0,166666667;0,149566351;0,154416326
7;3;200;3;200;3;200;1939334;492523;522581;0,428571429;0,428571429;0,428571429;0,253965021;0,269464156
22;18;200;18;500;18;600;3149993;945471;989473;0,818181818;0,818181818;0,818181818;0,300150191;0,314119111
8;3;300;3;200;3;200;2358610;507441;525507;0,375;0,375;0,375;0,215144089;0,222803685
19;6;200;6;200;6;100;3210022;754879;686978;0,315789474;0,315789474;0,315789474;0,235163186;0,214010371
12;3;300;3;200;4;200;4104082;646671;484653;0,25;0,25;0,333333333;0,157567758;0,118090477
22;7;300;7;200;7;400;3850697;677428;702341;0,318181818;0,318181818;0,318181818;0,175923476;0,182393213
75;27;200;27;200;27;200;16844740;4093087;4052762;0,36;0,36;0,36;0,242989028;0,240595106
36;4;1000;4;200;4;300;5048069;504286;518979;0,111111111;0,111111111;0,111111111;0,099896812;0,10280743
9;3;200;3;1000;3;300;1892243;499333;504772;0,333333333;0,333333333;0,333333333;0,263884184;0,266758551
32;12;200;12;200;12;200;5701726;945634;982574;0,375;0,375;0,375;0,165850481;0,172329221
41;15;100;15;200;15;100;6779972;868779;884636;0,365853659;0,365853659;0,365853659;0,128139025;0,130477825
45;3;200;3;300;3;400;9536560;493750;497432;0,066666667;0,066666667;0,066666667;0,051774434;0,052160527
103;27;200;27;1100;27;200;9305597;2210031;2617679;0,262135922;0,262135922;0,262135922;0,237494811;0,281301565
30;3;500;3;200;7;200;6989238;834657;509659;0,1;0,1;0,233333333;0,119420314;0,072920539
8;3;200;3;300;3;200;2466997;495833;520076;0,375;0,375;0,375;0,200986462;0,21081339
26;17;200;17;100;17;100;5375610;1302835;1388563;0,653846154;0,653846154;0,653846154;0,242360402;0,258307987
20;3;100;3;100;3;300;3623044;481130;526113;0,15;0,15;0,15;0,132797173;0,145212976
14;3;200;3;200;3;200;3245374;507192;537687;0,214285714;0,214285714;0,214285714;0,156281526;0,165677977
54;13;400;13;400;14;200;12695812;1837489;1627977;0,240740741;0,240740741;0,259259259;0,144731901;0,128229451
11;3;200;3;500;3;300;2417787;487021;493685;0,272727273;0,272727273;0,272727273;0,20143255;0,204188789
39;9;300;9;200;9;200;4074128;851637;865806;0,230769231;0,230769231;0,230769231;0,209035406;0,212513205
17;3;200;3;100;3;200;4447672;468099;506450;0,176470588;0,176470588;0,176470588;0,105245845;0,113868559
79;25;200;25;200;25;200;18510842;4233437;4398944;0,316455696;0,316455696;0,316455696;0,228700402;0,237641486
13;4;200;4;300;4;300;3820961;526087;550559;0,307692308;0,307692308;0,307692308;0,137684473;0,144089144
8;6;300;6;200;6;200;1584244;664983;692852;0,75;0,75;0,75;0,419747842;0,437339198
36;3;200;3;200;4;400;7138556;690498;546064;0,083333333;0,083333333;0,111111111;0,096727966;0,076495022
25;12;200;12;500;12;300;5589869;1832013;1838317;0,48;0,48;0,48;0,327738092;0,328865846
30;3;300;3;200;3;400;4846987;614379;519299;0,1;0,1;0,1;0,126754827;0,107138517
63;13;300;13;300;15;400;12086721;3055085;2445219;0,206349206;0,206349206;0,238095238;0,252763756;0,202306233
25;17;200;17;200;17;100;2705493;1358128;1433855;0,68;0,68;0,68;0,501989101;0,529979194
27;6;500;6;100;6;400;5288320;538618;781516;0,222222222;0,222222222;0,222222222;0,101850493;0,147781526
111;4;200;4;400;4;300;7258703;667963;713159;0,036036036;0,036036036;0,036036036;0,092022363;0,098248819
50;39;100;39;200;41;300;10303423;6559345;6059873;0,78;0,78;0,82;0,636618044;0,588141727
14;9;200;9;400;9;200;3261189;806503;850905;0,642857143;0,642857143;0,642857143;0,247303361;0,26091864
17;5;200;5;200;5;300;4619996;716379;778047;0,294117647;0,294117647;0,294117647;0,155060524;0,168408587
27;3;200;3;200;3;400;2866047;505029;522815;0,111111111;0,111111111;0,111111111;0,176210997;0,182416757
13;3;200;3;100;3;300;2966904;486257;531939;0,230769231;0,230769231;0,230769231;0,163893742;0,179290938
29;26;400;26;200;26;200;2332740;981517;995605;0,896551724;0,896551724;0,896551724;0,420757135;0,426796385
15;9;100;9;200;11;200;4332480;1662671;1319735;0,6;0,6;0,733333333;0,383768881;0,304614216
13;3;200;3;300;3;200;3434368;486855;510505;0,230769231;0,230769231;0,230769231;0,141759707;0,148645981
25;6;400;6;200;6;200;3606356;652965;737928;0,24;0,24;0,24;0,181059496;0,204618734
19;15;300;15;400;15;200;4579534;1893656;2011040;0,789473684;0,789473684;0,789473684;0,413504081;0,439136384
58;10;300;10;300;11;100;8255271;992337;849270;0,172413793;0,172413793;0,189655172;0,120206472;0,10287609
26;15;200;15;100;15;200;6213131;1648264;1519606;0,576923077;0,576923077;0,576923077;0,26528718;0,244579746
12;3;200;3;300;3;300;2940408;563068;547039;0,25;0,25;0,25;0,191493153;0,186041869
44;25;600;25;200;35;200;4993570;2604415;2252275;0,568181818;0,568181818;0,795454545;0,521553718;0,451035031
7;3;300;3;300;3;400;2489868;492675;696147;0,428571429;0,428571429;0,428571429;0,197871935;0,27959193
16;3;200;3;100;3;300;4154577;505829;491986;0,1875;0,1875;0,1875;0,121752227;0,118420239
62;53;300;53;200;53;100;13784642;8026623;8236077;0,85483871;0,85483871;0,85483871;0,582287375;0,597482111
30;6;400;6;100;6;200;4649053;694255;729370;0,2;0,2;0,2;0,149332563;0,156885714
15;6;100;6;100;6;300;2974263;552919;592198;0,4;0,4;0,4;0,18590118;0,199107476
28;21;200;21;100;21;200;7104514;3452837;3656729;0,75;0,75;0,75;0,48600608;0,514705017
38;21;200;21;200;21;200;7759018;2579994;2670614;0,552631579;0,552631579;0,552631579;0,332515532;0,344194845
26;13;300;13;200;13;200;3276213;655355;672016;0,5;0,5;0,5;0,200034308;0,205119753
60;15;300;15;200;16;500;13423752;2347971;1930764;0,25;0,25;0,266666667;0,174911679;0,143831918
20;13;200;13;300;13;300;5232292;1818122;1834271;0,65;0,65;0,65;0,347480989;0,3505674
27;4;200;4;400;4;300;4176528;501709;522021;0,148148148;0,148148148;0,148148148;0,120125856;0,124989226
52;6;100;6;200;6;200;6150396;563773;596148;0,115384615;0,115384615;0,115384615;0,091664504;0,096928393
22;4;300;4;300;4;300;3890646;517138;509507;0,181818182;0,181818182;0,181818182;0,132918287;0,130956916
24;10;600;10;100;10;200;3951477;987097;945806;0,416666667;0,416666667;0,416666667;0,249804567;0,239355056
20;3;300;3;200;3;400;3684487;543129;517722;0,15;0,15;0,15;0,147409667;0,140513998
25;11;200;11;300;11;400;5031164;1024178;1250693;0,44;0,44;0,44;0,203566809;0,248589193
35;6;300;6;200;6;200;5060243;679962;695910;0,171428571;0,171428571;0,171428571;0,134373389;0,137525016
39;3;800;3;500;6;100;10870621;868204;506752;0,076923077;0,076923077;0,153846154;0,07986701;0,046616656
104;4;300;4;100;19;200;13209351;1386000;528056;0,038461538;0,038461538;0,182692308;0,10492567;0,039975923
73;25;300;25;200;30;400;12370939;2142360;2087137;0,342465753;0,342465753;0,410958904;0,17317683;0,1687129
18;3;100;3;200;3;300;3056160;507712;529263;0,166666667;0,166666667;0,166666667;0,166127428;0,173179087
16;3;200;3;100;3;200;2398898;502526;531530;0,1875;0,1875;0,1875;0,20948202;0,221572572
31;3;400;3;200;3;200;7319815;455065;522723;0,096774194;0,096774194;0,096774194;0,062168921;0,071412051
4;3;200;3;500;3;200;1430865;466235;499259;0,75;0,75;0,75;0,325841362;0,348921107
41;29;200;29;400;29;200;6033787;2436886;2380742;0,707317073;0,707317073;0,707317073;0,403873388;0,394568453
46;10;200;10;300;17;300;12529060;1754301;970905;0,217391304;0,217391304;0,369565217;0,140018565;0,077492246
29;5;500;5;300;5;200;5587967;707733;723983;0,172413793;0,172413793;0,172413793;0,126653039;0,129561073
10;3;300;3;100;3;200;2427406;487730;515985;0,3;0,3;0,3;0,200926421;0,212566419
23;3;400;3;200;3;100;4424154;508261;523126;0,130434783;0,130434783;0,130434783;0,114883207;0,118243171
7;3;500;3;100;3;300;1494039;484546;528690;0,428571429;0,428571429;0,428571429;0,324319512;0,353866265
32;24;100;24;100;24;200;4799878;1450114;1559084;0,75;0,75;0,75;0,302114762;0,324817422
27;20;100;20;400;20;400;4058523;1571279;1662686;0,740740741;0,740740741;0,740740741;0,387155376;0,409677609
26;14;300;14;300;14;100;5214766;1605729;1693733;0,538461538;0,538461538;0,538461538;0,307919665;0,32479559
7;3;200;3;300;3;400;2573000;499496;511394;0,428571429;0,428571429;0,428571429;0,19412981;0,198753984
12;3;200;3;200;3;200;2429320;485302;522056;0,25;0,25;0,25;0,19976866;0,214897996
37;6;100;6;100;6;300;6657598;567282;634899;0,162162162;0,162162162;0,162162162;0,085208209;0,095364574
50;35;100;35;100;39;300;10392648;5816556;5593236;0,7;0,7;0,78;0,559679881;0,538191614
30;3;300;3;700;3;300;5085218;501369;536959;0,1;0,1;0,1;0,098593413;0,10559213
25;3;400;3;200;3;200;4061928;515669;516881;0,12;0,12;0,12;0,126951783;0,127250163
90;86;100;86;300;86;200;16781422;10535656;10870971;0,955555556;0,955555556;0,955555556;0,627816642;0,647797964
25;6;700;6;300;6;300;6223324;687994;710087;0,24;0,24;0,24;0,110550889;0,114100921
19;3;200;3;100;3;200;4449269;502214;519027;0,157894737;0,157894737;0,157894737;0,112875621;0,116654444
